Day,mean,std,count
0,0.0013446070372513505,0.01682226372484915,273
1,0.0006107370884604017,0.02219428763721474,304
2,0.0004019970579386529,0.017748005161299468,302
3,0.0006698046160903076,0.01894968158398053,299
4,0.0028237290628926027,0.021271554433267444,296
