Cluster,Observations,Mean_Return,Mean_Volatility,Mean_RSI
0,548,-0.0020976900771018194,0.014215538693724022,41.69479095191178
1,61,0.011848508265993428,0.019913619433766218,54.0795257872236
2,503,0.004062740180773331,0.017727224492635023,69.37578154782133
3,88,-0.0011989855131969895,0.04390601831648442,42.5995113287528
