Stock,Rows,Start,End,Start Price,End Price,Annualized Volatility,CAGR,Max Drawdown,Annualized Sharpe,Best ML Model,Best ML Accuracy,Backtest Sharpe,Backtest CAGR
Oracle,1475,2019-01-02,2024-11-08,45.220001220703125,189.25,0.3102668951886032,0.2772035466169951,-0.4108056073730347,0.9423771582645813,Random Forest,0.48674911660777387,0.22140034326275765,0.024706342629544187
