BACKTEST
               Metric      Value
Strategy Total Return 131.447182
        Strategy CAGR   0.130355
  Strategy Volatility   0.247093
      Strategy Sharpe   0.620796
     Strategy Sortino   0.652229
     Maximum Drawdown  -0.759737
         Calmar Ratio   0.171579
