Stock,Rows,Start,End,Start Price,End Price,Annualized Volatility,CAGR,Max Drawdown,Annualized Sharpe,Best ML Model,Best ML Accuracy,Backtest Sharpe,Backtest CAGR
Salesforce,5146,2004-06-23,2024-11-29,4.280995369,329.9899902,0.4192728187837298,0.23690965608923875,-0.7049576781032233,0.7167846677036865,Logistic Regression,0.5041789577187807,0.5312818759920416,0.11954311263044493
