Cluster,Observations,Mean_Return,Mean_Volatility,Mean_RSI
0,437,-0.0064650767496002275,0.02255693613386322,36.62224881508137
1,625,0.00437746891167025,0.018742330156170724,64.78437003485664
2,100,0.009656582080656362,0.050025360622351654,51.26375362141704
3,38,0.0030014454232168888,0.023583020670417894,51.67985270312407
