STATISTICAL RESEARCH
weekdays effect:
         mean     std  count
Month                       
0      0.0005  0.0327    780
1      0.0017  0.0292    1979
2      0.0018  0.0304    1979
3      0.0018  0.0325    1943
4      0.0002  0.0313    1932
