BACKTEST
               Metric      Value
Strategy Total Return 126.134696
        Strategy CAGR   0.135585
  Strategy Volatility   0.350413
      Strategy Sharpe   0.539343
     Strategy Sortino   0.576726
     Maximum Drawdown  -0.780897
         Calmar Ratio   0.173627
