STATISTICAL RESEARCH
Monthly effect:
         mean     std  count
Month                       
1      0.0005  0.0327    780
2      0.0020  0.0283    729
3      0.0036  0.0352    833
4      0.0034  0.0298    784
5      0.0006  0.0276    804
6      0.0001  0.0286    811
7     -0.0006  0.0234    802
8     -0.0000  0.0280    855
9      0.0004  0.0329    793
10     0.0026  0.0365    861
11     0.0019  0.0287    797
12     0.0009  0.0305    802
